Symbol,Name,LastPrice,MarketCap,ADR TSO,IPOyear,Sector,Industry
AAME,Atlantic American Corporation,2.75,55727311.75,n/a,n/a,Finance,Life Insurance
ACBI,"Atlantic Capital Bancshares, Inc.",21.3,554592764.7,n/a,n/a,Finance,Major Banks
AY,Atlantica Yield plc,19.78,1982297403,n/a,2014,Public Utilities,Electric Utilities: Central
ATLC,Atlanticus Holdings Corporation,2.13,32695335.99,n/a,1995,Finance,Finance: Consumer Services
AAWW,Atlas Air Worldwide Holdings,71,1814887658,n/a,n/a,Transportation,Transportation Services
AFH,"Atlas Financial Holdings, Inc.",11.8,140856246,n/a,2013,Finance,Property-Casualty Insurers
AFHBL,"Atlas Financial Holdings, Inc.",24.85,0,n/a,n/a,Finance,Property-Casualty Insurers
TEAM,Atlassian Corporation Plc,63.78,14925370889,n/a,2015,Technology,Computer Software: Prepackaged Software
ATNI,"ATN International, Inc.",56.2,898301980.2,n/a,n/a,Public Utilities,Telecommunications Equipment
ATOM,Atomera Incorporated,5.63,69592818.47,n/a,2016,Technology,Semiconductors
ATOS,Atossa Genetics Inc.,2.75,7292868,n/a,2012,Health Care,Major Pharmaceuticals
ATRC,"AtriCure, Inc.",24.33,852524392.2,n/a,2005,Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation,569.6,1054809203,n/a,n/a,Health Care,Medical/Dental Instruments
ATIS,Attis Industries Inc.,0.4556,8103437.369,n/a,n/a,Basic Industries,Miscellaneous
ATISW,Attis Industries Inc.,0.0908,0,n/a,n/a,Basic Industries,Miscellaneous
ATTU,Attunity Ltd.,11.68,242210823,n/a,n/a,Technology,Computer Software: Prepackaged Software
LIFE,"aTyr Pharma, Inc.",0.8999,26842867.83,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUBN,"Auburn National Bancorporation, Inc.",45.35,165241704.3,n/a,n/a,Finance,Major Banks
BOLD,"Audentes Therapeutics, Inc.",38.31,1407648121,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUDC,AudioCodes Ltd.,7.42,214380695.3,n/a,1999,Public Utilities,Telecommunications Equipment
AUPH,Aurinia Pharmaceuticals Inc,5.58,469836351.5,n/a,n/a,Health Care,Major Pharmaceuticals
EARS,Auris Medical Holding AG,1.19,7279691.72,n/a,2014,Health Care,Major Pharmaceuticals
ADSK,"Autodesk, Inc.",134.14,29391271065,n/a,n/a,Technology,Computer Software: Prepackaged Software
ADP,"Automatic Data Processing, Inc.",134.58,59285494364,n/a,n/a,Technology,EDP Services
AUTO,"AutoWeb, Inc.",3.72,47936757,n/a,n/a,Technology,"Computer Software: Programming, Data Processing"
AVDL,Avadel Pharmaceuticals plc,7.19,296288884.9,41208468,n/a,Health Care,Major Pharmaceuticals
ATXI,"Avenue Therapeutics, Inc.",4.29,45272563.05,n/a,2017,Health Care,Major Pharmaceuticals
AVEO,"AVEO Pharmaceuticals, Inc.",2.22,263885785.6,n/a,2010,Health Care,Major Pharmaceuticals
AVNW,"Aviat Networks, Inc.",17.31,92596538.79,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
CDMO,"Avid Bioservices, Inc.",3.31,183877891.2,n/a,n/a,Health Care,Major Pharmaceuticals
CDMOP,"Avid Bioservices, Inc.",25.5925,17914750,n/a,n/a,Health Care,Major Pharmaceuticals
AVID,"Avid Technology, Inc.",4.89,202944432.8,n/a,1993,Technology,Computer Software: Prepackaged Software
AVGR,"Avinger, Inc.",1.58,8789337.76,n/a,2015,Health Care,Medical/Dental Instruments
CAR,"Avis Budget Group, Inc.",38.85,3156913821,n/a,n/a,Consumer Services,Rental/Leasing Companies
AHPA,Avista Healthcare Public Acquisition Corp.,10.02,388275000,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AHPAU,Avista Healthcare Public Acquisition Corp.,10.14,0,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AHPAW,Avista Healthcare Public Acquisition Corp.,0.34,0,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AVT,"Avnet, Inc.",39.41,4649654580,n/a,n/a,Consumer Non-Durables,Electronic Components
AWRE,"Aware, Inc.",3.95,85109931.1,n/a,1996,Technology,Computer Software: Prepackaged Software
ACLS,"Axcelis Technologies, Inc.",20.65,663805917.3,n/a,2000,Technology,Industrial Machinery/Components
AXGN,"AxoGen, Inc.",47.75,1821559599,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AAXN,"Axon Enterprise, Inc.",63.53,3391323582,n/a,n/a,Capital Goods,Ordnance And Accessories
AXON          ,Axovant Sciences Ltd.,4.8,517382755.2,n/a,n/a,Health Care,Major Pharmaceuticals
AXSM,"Axsome Therapeutics, Inc.",3.5,89899222,n/a,2015,Health Care,Major Pharmaceuticals
AXTI,AXT Inc,7.9,311562309.3,n/a,1998,Technology,Semiconductors
AYTU,"Aytu BioScience, Inc.",0.3058,10973042.5,n/a,n/a,Health Care,Major Pharmaceuticals
AZRX,"AzurRx BioPharma, Inc.",2.92,48946193.4,n/a,2016,Health Care,Major Pharmaceuticals
BCOM,B Communications Ltd.,10.4147,311285437,n/a,n/a,Consumer Services,Telecommunications Equipment
RILY,"B. Riley Financial, Inc.",21.2,545636102.4,n/a,n/a,Miscellaneous,Business Services
RILYG,"B. Riley Financial, Inc.",25,0,n/a,n/a,Miscellaneous,Business Services
RILYH,"B. Riley Financial, Inc.",25.5,0,n/a,n/a,Miscellaneous,Business Services
RILYL,"B. Riley Financial, Inc.",25.5,0,n/a,n/a,Miscellaneous,Business Services
RILYZ,"B. Riley Financial, Inc.",25.25,0,n/a,n/a,Miscellaneous,Business Services
BOSC,B.O.S. Better Online Solutions,2.37,7955352.93,n/a,n/a,Technology,Computer Communications Equipment
BIDU,"Baidu, Inc.",264.89,74364270294,280736420,2005,Technology,"Computer Software: Programming, Data Processing"
BCPC,Balchem Corporation,99.33,3189263801,n/a,n/a,Basic Industries,Major Chemicals
BWINA,"Baldwin & Lyons, Inc.",23.16,348353983.6,n/a,n/a,Finance,Property-Casualty Insurers
BWINB,"Baldwin & Lyons, Inc.",23.5,353467988.5,n/a,n/a,Finance,Property-Casualty Insurers
BLDP,"Ballard Power Systems, Inc.",2.92,521842091.4,n/a,n/a,Energy,Industrial Machinery/Components
BANF,BancFirst Corporation,62.9,2057661224,n/a,1993,Finance,Major Banks
BANFP,BancFirst Corporation,27.69,27690000,n/a,n/a,Finance,Major Banks
BCTF,"Bancorp 34, Inc.",14.95,50890771.75,n/a,n/a,Finance,Savings Institutions
BAND,Bandwidth Inc.,39.34,696958691.2,n/a,2017,Technology,Computer Software: Prepackaged Software
BOCH,Bank of Commerce Holdings (CA),12.1,197416364.2,n/a,n/a,Finance,Major Banks
BMRC,Bank of Marin Bancorp,81.4,568490925.2,n/a,n/a,Finance,Major Banks
BMLP,Bank Of Montreal,51.75,51750000,n/a,n/a,Finance,Commercial Banks
BKSC,Bank of South Carolina Corp.,20.65,113392805.1,n/a,n/a,Finance,Major Banks
BOTJ,"Bank of the James Financial Group, Inc.",15.09,66070599.24,n/a,n/a,Finance,Major Banks
OZRK,Bank of the Ozarks,49.61,6380645267,n/a,1997,Finance,Major Banks
BFIN,BankFinancial Corporation,18.21,323028173.3,n/a,n/a,Finance,Savings Institutions
BWFG,"Bankwell Financial Group, Inc.",31.15,244022994.6,n/a,2014,Finance,Major Banks
BANR,Banner Corporation,62.37,2021289205,n/a,n/a,Finance,Major Banks
BZUN,Baozun Inc.,61.99,2375777722,38325177,2015,Consumer Services,Catalog/Specialty Distribution
DFVL,Barclays PLC,62.64,4585248,n/a,n/a,Finance,Commercial Banks
DFVS,Barclays PLC,34.82,1246556,n/a,n/a,Finance,Commercial Banks
DLBL,Barclays PLC,75.08,4346155.96,n/a,n/a,Finance,Commercial Banks
DLBS,Barclays PLC,20.99,20384270.58,n/a,n/a,Finance,Commercial Banks
DTUL,Barclays PLC,56.75,3917622.75,n/a,n/a,Finance,Commercial Banks
DTUS,Barclays PLC,38.71,9917618.13,n/a,n/a,Finance,Commercial Banks
DTYL,Barclays PLC,72.41,4981301.13,n/a,n/a,Finance,Commercial Banks
DTYS,Barclays PLC,22.86,65087426.34,n/a,n/a,Finance,Commercial Banks
FLAT,Barclays PLC,63,2894346,n/a,n/a,Finance,Commercial Banks
STPP,Barclays PLC,31.25,4153125,n/a,n/a,Finance,Commercial Banks
TAPR,Barclays PLC,27.3879,18086969.16,n/a,n/a,Finance,Commercial Banks
BHAC,Barington/Hilco Acquisition Corp.,10.47,29148898.8,n/a,2015,Finance,Business Services
BHACR,Barington/Hilco Acquisition Corp.,0.1499,0,n/a,2015,Finance,Business Services
BHACU,Barington/Hilco Acquisition Corp.,10.4,0,n/a,2015,Finance,Business Services
BHACW,Barington/Hilco Acquisition Corp.,0.09,0,n/a,2015,Finance,Business Services
BBSI,"Barrett Business Services, Inc.",87.91,642516432.2,n/a,1993,Technology,Professional Services
BSET,"Bassett Furniture Industries, Incorporated",28.45,305988057.4,n/a,n/a,Consumer Durables,Home Furnishings
BCML,BayCom Corp,24.54,134293334,n/a,2018,Finance,Major Banks
BCBP,"BCB Bancorp, Inc. (NJ)",15.8,247860540.8,n/a,2005,Finance,Savings Institutions
BECN,"Beacon Roofing Supply, Inc.",42.86,2918194848,n/a,2004,Consumer Services,RETAIL: Building Materials
BBGI,"Beasley Broadcast Group, Inc.",11.7,321776313.3,n/a,2000,Consumer Services,Broadcasting
BBBY,Bed Bath & Beyond Inc.,19.11,2676203232,n/a,1992,Consumer Services,Home Furnishings
BGNE,"BeiGene, Ltd.",213.43,7912796662,37074435,2016,Health Care,Major Pharmaceuticals
BELFA,Bel Fuse Inc.,19.85,238636977.9,n/a,n/a,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,20.8,250057891.2,n/a,n/a,Capital Goods,Electrical Products
BLPH,"Bellerophon Therapeutics, Inc.",2.41,138498301.8,n/a,2015,Health Care,Major Pharmaceuticals
BLCM,"Bellicum Pharmaceuticals, Inc.",8.39,359704847.6,n/a,2014,Health Care,Major Pharmaceuticals
BNCL,"Beneficial Bancorp, Inc.",16.95,1272391260,n/a,n/a,Finance,Savings Institutions
BNFT,"Benefitfocus, Inc.",33.25,1056089559,n/a,2013,Technology,Computer Software: Prepackaged Software
BNTC,Benitec Biopharma Limited,2.47,3681208.96,1490368,2015,Health Care,Major Pharmaceuticals
BNTCW,Benitec Biopharma Limited,0.28,0,n/a,2015,Health Care,Major Pharmaceuticals
BYSI,"BeyondSpring, Inc.",27.9999,628197412.4,n/a,2017,Health Care,Major Pharmaceuticals
BGCP,"BGC Partners, Inc.",11.39,3619767309,n/a,n/a,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,8.35,178823249.3,n/a,2002,Consumer Services,Other Specialty Stores
BRPA,Big Rock Partners Acquisition Corp.,9.9,89451450,n/a,2017,Finance,Business Services
BRPAR,Big Rock Partners Acquisition Corp.,0.49,0,n/a,2017,Finance,Business Services
BRPAU,Big Rock Partners Acquisition Corp.,10.5727,0,n/a,2017,Finance,Business Services
BRPAW,Big Rock Partners Acquisition Corp.,0.4,0,n/a,2017,Finance,Business Services
BILI,Bilibili Inc.,16.22,681240000,42000000,2018,Technology,EDP Services
BASI,"Bioanalytical Systems, Inc.",1.5294,12610392.41,n/a,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ORPN,Bioblast Pharma Ltd.,2.26,7553808.18,n/a,2014,Health Care,Major Pharmaceuticals
BIOC,"Biocept, Inc.",0.2295,15654963.6,n/a,2014,Health Care,Medical Specialities
BCRX,"BioCryst Pharmaceuticals, Inc.",6.14,606121495.8,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDSI,"BioDelivery Sciences International, Inc.",2.85,168928942.1,n/a,n/a,Health Care,Major Pharmaceuticals
BFRA,Biofrontera AG,13.117,13112592.69,999664,2018,Health Care,Major Pharmaceuticals
BIIB,Biogen Inc.,305.37,64435496165,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BHTG,"BioHiTech Global, Inc.",3.9,56361661.2,n/a,n/a,Consumer Services,Other Consumer Services
BKYI,"BIO-key International, Inc.",2.24,26718549.76,n/a,n/a,Technology,Computer Communications Equipment
BIOL,"Biolase, Inc.",1.16,23745254.52,n/a,n/a,Health Care,Medical/Dental Instruments
BLFS,"BioLife Solutions, Inc.",10.34,156183042.6,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLRX,BioLineRx Ltd.,0.88,71589506.56,81351712,n/a,Health Care,Major Pharmaceuticals
BMRN,BioMarin Pharmaceutical Inc.,91.01,16082678707,n/a,1999,Health Care,Major Pharmaceuticals
BMRA,"Biomerica, Inc.",3.73,32271814.53,n/a,n/a,Health Care,Medical/Dental Instruments
BVXV,BiondVax Pharmaceuticals Ltd.,6.4,36324883.2,5675763,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW,BiondVax Pharmaceuticals Ltd.,1.2,0,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BPTH,"Bio-Path Holdings, Inc.",1.66,18825654.96,n/a,n/a,Health Care,Major Pharmaceuticals
BIOS,"BioScrip, Inc.",2.5,319879787.5,n/a,n/a,Health Care,Medical/Nursing Services
BSTC,BioSpecifics Technologies Corp,43.7,315261982.1,n/a,n/a,Health Care,Major Pharmaceuticals
BSPM,"Biostar Pharmaceuticals, Inc.",2.27,5986416.76,n/a,n/a,Health Care,Major Pharmaceuticals
TECH,Bio-Techne Corp,158.8,5966729762,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,"BioTelemetry, Inc.",44,1442941676,n/a,2008,Health Care,Medical Specialities
BTAI,"BioXcel Therapeutics, Inc.",10.86,169910618.7,n/a,2018,Health Care,Major Pharmaceuticals
BCAC,Bison Capital Acquisition Corp.,9.98,24112847.66,n/a,2017,Finance,Business Services
BCACR,Bison Capital Acquisition Corp.,0.35,0,n/a,2017,Finance,Business Services
BCACU,Bison Capital Acquisition Corp.,10.49,0,n/a,2017,Finance,Business Services
BCACW,Bison Capital Acquisition Corp.,0.43,0,n/a,2017,Finance,Business Services
BJRI,"BJ&#39;s Restaurants, Inc.",56.9,1182628775,n/a,n/a,Consumer Services,Restaurants
BBOX,Black Box Corporation,2.35,35577801.5,n/a,n/a,Technology,Computer Communications Equipment
BRAC,Black Ridge Acquisition Corp.,9.78,42627997.98,n/a,2017,Finance,Business Services
BRACR,Black Ridge Acquisition Corp.,0.35,0,n/a,2017,Finance,Business Services
BRACU,Black Ridge Acquisition Corp.,10.35,0,n/a,2017,Finance,Business Services
BRACW,Black Ridge Acquisition Corp.,0.34,0,n/a,2017,Finance,Business Services
BLKB,"Blackbaud, Inc.",101.51,4925863703,n/a,2004,Technology,Computer Software: Prepackaged Software
HAWK,"Blackhawk Network Holdings, Inc.",45.15,2578832550,n/a,2013,Finance,Finance: Consumer Services
BL,"BlackLine, Inc.",42.9,2292674670,n/a,2016,Technology,Computer Software: Prepackaged Software
BKCC,BlackRock Capital Investment Corporation,6.43,464391826,n/a,2007,n/a,n/a
BLNK,Blink Charging Co.,5.66,122386689.4,n/a,n/a,Consumer Durables,Electrical Products
BLNKW,Blink Charging Co.,1.75,0,n/a,n/a,Consumer Durables,Electrical Products
BLMN,"Bloomin&#39; Brands, Inc.",21.24,1971717080,n/a,2012,Consumer Services,Restaurants
BCOR,"Blucora, Inc.",39.55,1858084154,n/a,n/a,Finance,Finance: Consumer Services
BLBD,Blue Bird Corporation,18.95,511643557,n/a,2014,Capital Goods,Construction/Ag Equipment/Trucks
BHBK,"Blue Hills Bancorp, Inc.",21.575,579580465.6,n/a,2014,Finance,Major Banks
BLUE,"bluebird bio, Inc.",182.65,9154285031,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,"Blueknight Energy Partners L.P., L.L.C.",3.55,143141119.1,n/a,2011,Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",6.35,191507230.7,n/a,n/a,Energy,Natural Gas Distribution
BPMC,Blueprint Medicines Corporation,68,2980938916,n/a,2015,Health Care,Major Pharmaceuticals
ITEQ,BlueStar Israel Technology ETF,35.13,0,n/a,n/a,n/a,n/a
BMCH,"BMC Stock Holdings, Inc.",21.6,1452299371,n/a,2013,Consumer Services,RETAIL: Building Materials
BOFI,"BofI Holding, Inc.",44.02,2753582312,n/a,2005,Finance,Savings Institutions
BOFIL,"BofI Holding, Inc.",25.7299,0,n/a,n/a,Finance,Savings Institutions
WIFI,"Boingo Wireless, Inc.",22.82,954243333.5,n/a,2011,Consumer Services,Telecommunications Equipment
BOJA,"Bojangles&#39;, Inc.",14.9,546431812.4,n/a,2015,Consumer Services,Restaurants
BOKF,BOK Financial Corporation,104.8,6860156124,n/a,n/a,Finance,Major Banks
BOKFL,BOK Financial Corporation,25.58,0,n/a,n/a,Finance,Major Banks
BNSO,"Bonso Electronics International, Inc.",3.2367,15871760.48,n/a,n/a,Capital Goods,Industrial Machinery/Components
BKNG,Booking Holdings Inc.,2131.98,1.02708E+11,n/a,n/a,Miscellaneous,Business Services
BRQS,"Borqs Technologies, Inc. ",5.8787,184023003.6,n/a,2015,Technology,EDP Services
BOMN,Boston Omaha Corporation,23.88,518711258.8,n/a,n/a,Finance,Real Estate
BPFH,"Boston Private Financial Holdings, Inc.",17.7,1490685044,n/a,n/a,Finance,Major Banks
BPFHP,"Boston Private Financial Holdings, Inc.",24.97,0,n/a,n/a,Finance,Major Banks
BPFHW,"Boston Private Financial Holdings, Inc.",12.35,0,n/a,n/a,Finance,Major Banks
EPAY,"Bottomline Technologies, Inc.",49.22,2009489780,n/a,1999,Technology,Computer Software: Prepackaged Software
BOXL,Boxlight Corporation,6.06,58468079.88,n/a,2017,Miscellaneous,Industrial Machinery/Components
BCLI,Brainstorm Cell Therapeutics Inc.,4.71,90014345.46,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVNSC,Brandes Investment Trust,99.99,0,n/a,n/a,n/a,n/a
BDGE,"Bridge Bancorp, Inc.",37.55,743166056.2,n/a,n/a,Finance,Major Banks
BLIN          ,"Bridgeline Digital, Inc.",1.21,5131882.25,n/a,n/a,Technology,Computer Software: Prepackaged Software
BWB,"Bridgewater Bancshares, Inc.",12.84,386077922.2,n/a,2018,Finance,Major Banks
BRID,Bridgford Foods Corporation,14.65,132975588.8,n/a,n/a,Consumer Non-Durables,Specialty Foods
BCOV,Brightcove Inc.,10.35,365916032.1,n/a,2012,Technology,EDP Services
BHF,"Brighthouse Financial, Inc.",46.7,5593404050,n/a,n/a,Finance,Life Insurance
AVGO,Broadcom Inc.,264.68,1.08718E+11,n/a,2009,Technology,Semiconductors
BVSN,"BroadVision, Inc.",2.15,10743074.85,n/a,1996,Technology,Computer Software: Prepackaged Software
BYFC,Broadway Financial Corporation,2.07,56756911.86,n/a,n/a,Finance,Savings Institutions
BWEN,"Broadwind Energy, Inc.",2.4625,37865909.29,n/a,n/a,Capital Goods,Metal Fabrications
BPY,Brookfield Property Partners L.P.,19.83,5045620732,n/a,n/a,Finance,Real Estate
BRKL,"Brookline Bancorp, Inc.",18.9,1517983683,n/a,n/a,Finance,Savings Institutions
BRKS,"Brooks Automation, Inc.",31.92,2251632204,n/a,1995,Technology,Industrial Machinery/Components
BRKR,Bruker Corporation,31.34,4891616242,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BMTC,Bryn Mawr Bank Corporation,48.3,977532880.8,n/a,n/a,Finance,Major Banks
BLMT,"BSB Bancorp, Inc.",33.7,328324642.7,n/a,2011,Finance,Major Banks
BSQR,BSQUARE Corporation,3.15,39976234.2,n/a,1999,Miscellaneous,Business Services
BLDR,"Builders FirstSource, Inc.",19.8,2269534014,n/a,2005,Consumer Services,RETAIL: Building Materials
BFST,"Business First Bancshares, Inc.",24.55,253010606.1,n/a,n/a,Finance,Major Banks
CFFI,C&F Financial Corporation,61.25,214576757.5,n/a,n/a,Finance,Major Banks
CHRW,"C.H. Robinson Worldwide, Inc.",87.99,12251608110,n/a,1997,Transportation,Oil Refining/Marketing
CA,CA Inc.,36.33,15135703821,n/a,n/a,Technology,Computer Software: Prepackaged Software
CCMP,Cabot Microelectronics Corporation,116.81,2999983338,n/a,2000,Technology,Semiconductors
CDNS,"Cadence Design Systems, Inc.",44.08,12426416480,n/a,n/a,Technology,Computer Software: Prepackaged Software
CDZI,"Cadiz, Inc.",12.05,296182613.5,n/a,n/a,Public Utilities,Water Supply
CZR,Caesars Entertainment Corporation,12,8371038828,n/a,2012,Consumer Services,Hotels/Resorts
CSTE,Caesarstone Ltd.,16.85,578774921,n/a,2012,Capital Goods,Building Materials
PRSS,CafePress Inc.,1.39,23610802.71,n/a,2012,Consumer Services,Other Specialty Stores
CLBS,"Caladrius Biosciences, Inc.",3.8,36365441.4,n/a,n/a,Health Care,Hospital/Nursing Management
CHY,Calamos Convertible and High Income Fund,12.62,921368443.7,n/a,2003,n/a,n/a
CHI,Calamos Convertible Opportunities and Income Fund,11.78,833512206.1,n/a,2002,n/a,n/a
CCD,Calamos Dynamic Convertible & Income Fund,21.96,535487836.3,n/a,n/a,n/a,n/a
CHW,Calamos Global Dynamic Income Fund,9.16,540860902,n/a,2007,n/a,n/a
CGO,Calamos Global Total Return Fund,14.04,119192594,n/a,2005,n/a,n/a
CSQ,Calamos Strategic Total Return Fund,12.86,1987050040,n/a,2004,n/a,n/a
CAMP,CalAmp Corp.,21.7,776860000,n/a,1983,Technology,Radio And Television Broadcasting And Communications Equipment
CVGW,"Calavo Growers, Inc.",84,1478400000,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling
CALA,"Calithera Biosciences, Inc.",5.15,184600132.9,n/a,2014,Health Care,Major Pharmaceuticals
CALM,"Cal-Maine Foods, Inc.",48.5,2358666114,n/a,1996,Consumer Non-Durables,Farming/Seeds/Milling
CLMT,"Calumet Specialty Products Partners, L.P.",8.25,635918819.3,n/a,2006,Energy,Integrated oil Companies
CRUSC,Calvert Management Series,99.99,99990000,n/a,n/a,n/a,n/a
CLXT,"Calyxt, Inc.",17.94,502692900.8,n/a,2017,Basic Industries,Agricultural Chemicals
